 -5 + -0.0291574,
  7 + 0.577641,
  3 + -0.98546,
  5 + 0.696809,
 -5 + 0.649647,
  3 + -0.401609,
 -7 + 0.29181,
 -1 + -0.336865,
  3 + -0.279985,
 -7 + 0.819639,
  1 + -0.69903,
  5 + -0.956345,
 -3 + 0.917636,
  3 + -0.539845,
  3 + -0.58337,
  5 + 0.0319712,
  3 + -0.682523,
  3 + -0.160175,
  1 + -0.707552,
  3 + -0.197245,
 -1 + 0.583643,
 -7 + 0.128135,
  3 + 0.240791,
 -7 + -0.289134,
 -7 + 0.955084,
 -5 + 0.495007,
 -1 + 0.955188,
  3 + 0.523281,
 -1 + 0.468672,
 -5 + -0.467838,
 -3 + 0.654833,
 -5 + 0.85963,
 -3 + 0.532693,
 -3 + -0.11304,
  5 + 0.947132,
  5 + 0.395143,
  1 + -0.114501,
 -5 + 0.275912,
 -7 + -0.816982,
 -3 + 0.280537,
  1 + -0.290476,
  3 + 0.753207,
  3 + -0.37078,
 -5 + -0.73641,
  1 + 0.720629,
 -1 + 0.61751,
  5 + -0.114619,
  3 + -0.509509,
  1 + 0.349672,
  7 + 0.426544,
 -5 + -0.567438,
 -7 + -0.52387,
  3 + -0.376306,
  3 + -0.49252,
  5 + 0.441628,
  3 + 0.703002,
 -7 + 0.62187,
  3 + 0.754402,
 -1 + -0.344451,
  5 + -0.0148834,
 -7 + 0.449515,
  5 + 0.230859,
  1 + 0.724024,
  5 + 0.190704,
  1 + -0.69348,
 -5 + 0.586233,
  5 + 0.0794267,
 -5 + -0.631736,
  1 + 0.105417,
 -5 + 0.136263,
  7 + -0.642064,
  1 + 0.0430542,
 -7 + -0.41497,
  5 + 0.775936,
 -1 + 0.687085,
 -5 + 0.925474,
 -5 + 0.0990985,
  3 + -0.277763,
 -1 + 0.299999,
  3 + 0.392572,
 -7 + -0.546367,
  7 + 0.403084,
  5 + -0.0418944,
 -7 + 0.446579,
 -7 + 0.372017,
 -1 + 0.459786,
  7 + -0.0032825,
  5 + 0.189248,
  5 + -0.155126,
  3 + 0.53685,
  3 + 0.933272,
  3 + -0.384181,
  5 + 0.204225,
  1 + -0.327539,
 -7 + 0.348723,
  1 + -0.685387,
 -7 + -0.750799,
 -1 + -0.627168,
 -7 + 0.610837,
  5 + -0.957175,
 -3 + 0.834856,
 -1 + 0.528653,
  7 + -0.780567,
  7 + 0.0884855,
  3 + 0.648985,
 -1 + 0.218943,
 -7 + 0.832075,
  5 + 0.811807,
 -3 + -0.685713,
 -3 + -0.296578,
  3 + 0.000125931,
 -5 + -0.996983,
 -5 + -0.193044,
  5 + -0.0545228,
  1 + 0.893854,
  5 + 0.97836,
 -3 + -0.748222,
 -1 + 0.196022,
  1 + 0.163083,
 -5 + -0.180233,
 -1 + 0.209452,
 -3 + 0.744591,
 -3 + -0.1817,
  1 + -0.447565,
  5 + 0.528624,
 -7 + -0.692082,
  7 + -0.428345,
 -7 + 0.0934917,
  1 + 0.678237,
 -7 + -0.298993,
 -3 + 0.654322,
 -3 + -0.942614,
  7 + 0.783697,
  3 + 0.395035,
  1 + -0.372332,
  3 + -0.859733,
  1 + 0.4468,
  5 + 0.822121,
 -5 + 0.201003,
 -7 + -0.74061,
  5 + -0.568736,
  3 + 0.904994,
 -5 + 0.325172,
  5 + 0.292775,
  5 + 0.511914,
 -7 + 0.675604,
  5 + 0.907106,
 -7 + 0.676053,
 -3 + -0.64883,
 -1 + -0.451512,
  3 + -0.841985,
 -7 + 0.0817016,
 -1 + 0.111568,
 -7 + -0.594469,
 -3 + -0.844349,
  3 + -0.26745,
 -3 + -0.559703,
  7 + 0.53067,
  3 + -0.256771,
 -1 + -0.170001,
 -1 + -0.775529,
 -1 + -0.456536,
  3 + -0.998071,
  1 + 0.941052,
  7 + 0.130878,
  7 + 0.838738,
  1 + 0.856186,
  1 + 0.846151,
 -1 + -0.737487,
  3 + -0.76553,
 -3 + 0.222,
 -1 + -0.387758,
  7 + -0.269319,
 -3 + 0.0668951,
  3 + 0.731949,
  5 + -0.741075,
 -7 + -0.219907,
  3 + 0.487581,
  1 + -0.973969,
  7 + 0.639967,
  3 + 0.809232,
  3 + -0.642748,
  5 + -0.453162,
 -7 + -0.474022,
 -3 + -0.631836,
 -3 + 0.0981818,
  7 + 0.684498,
 -1 + -0.654845,
 -5 + -0.612608,
  7 + 0.610862,
 -3 + -0.369351,
  3 + -0.261936,
  7 + -0.814926,
  7 + 0.390131,
 -5 + 0.531136,
  3 + 0.974289,
 -3 + -0.111925,
  3 + 0.376471,
 -3 + -0.941562,
  7 + -0.410982,
 -7 + 0.875953,
  5 + -0.448872,
 -1 + -0.806028,
 -1 + -0.814961,
  5 + 0.395374,
 -7 + 0.814904,
  1 + 0.383855,
  1 + -0.252184,
  3 + 0.524843,
 -7 + -0.233859,
 -7 + 0.764495,
 -7 + 0.817705,
 -5 + 0.641853,
 -3 + -0.758414,
 -1 + -0.260464,
 -7 + -0.240351,
 -3 + 0.0476139,
 -1 + -0.220685,
 -1 + -0.993293,
  7 + 0.627481,
 -3 + -0.950516,
 -5 + -0.0848613,
  5 + 0.670037,
  7 + 0.825011,
 -7 + 0.111405,
  7 + 0.0703245,
 -3 + 0.177663,
  7 + -0.739343,
  3 + -0.673892,
  7 + -0.947279,
 -5 + 0.732764,
  7 + -0.807932,
  1 + -0.494108,
  1 + 0.611574,
 -1 + 0.205265,
 -1 + -0.485118,
 -5 + 0.0552847,
 -5 + -0.176059,
  5 + 0.00244508,
  7 + -0.773636,
  5 + 0.951496,
 -7 + 0.525518,
 -5 + 0.968101,
 -7 + 0.10137,
  5 + -0.4487,
  7 + 0.215142,
 -5 + -0.162651,
  5 + -0.520808,
  1 + -0.89087,
 -1 + -0.804296,
  7 + -0.341382,
 -7 + 0.793131,
  5 + -0.724335,
  7 + 0.0832606,
  3 + -0.819473,
  7 + -0.613928,
 -1 + -0.975915,
  7 + 0.555494,
 -1 + -0.753698,
  1 + -0.570132,
 -5 + -0.00221921,
  1 + 0.010534,
 -5 + -0.825051,
 -5 + 0.528378,
  3 + 0.559274,
 -5 + 0.826081,
  7 + -0.349553,
  3 + 0.36511,
 -5 + -0.881283,
  1 + 0.833997,
  1 + 0.00815386,
 -3 + -0.820684,
  1 + 0.952573,
 -5 + 0.378794,
 -5 + 0.465909,
  1 + -0.166333,
  1 + 0.0746185,
 -1 + 0.431021,
  5 + 0.266922,
 -1 + 0.339902,
 -1 + 0.372874,
  7 + -0.0149696,
 -1 + 0.0317811,
  7 + -0.691387,
 -1 + 0.929823,
  5 + -0.295751,
  7 + -0.851862,
 -1 + 0.33382,
  7 + -0.589562,
 -7 + -0.217095,
 -7 + 0.115214,
 -7 + 0.220949,
  1 + 0.800567,
  3 + -0.251049,
 -5 + -0.626753,
  7 + -0.450723,
  7 + 0.22979,
 -3 + -0.342451,
 -3 + 0.997709,
 -1 + 0.582385,
 -5 + 0.191317,
  7 + -0.873862,
  5 + 0.213097,
  7 + -0.762892,
  7 + 0.954305,
  7 + 0.188828,
  7 + 0.931783,
 -7 + -0.839115,
  5 + -0.738813,
  3 + 0.926841,
  5 + 0.399905,
 -7 + 0.0123429,
 -5 + 0.545699,
  3 + -0.661568,
  3 + -0.261673,
 -5 + -0.81428,
  7 + 0.866628,
  5 + -0.048188,
 -3 + 0.165017,
  7 + -0.698899,
 -7 + 0.0783355,
 -7 + 0.693822,
  7 + 0.726706,
 -1 + 0.148921,
  7 + -0.685703,
  3 + 0.548864,
 -7 + -0.878148,
  3 + 0.205964,
  5 + -0.271077,
 -7 + -0.15239,
  1 + -0.949635,
 -1 + 0.961041,
 -7 + 0.0868696,
  3 + -0.361298,
  3 + 0.624626,
  3 + -0.0838945,
  5 + 0.132301,
 -1 + 0.192646,
 -5 + -0.579731,
 -5 + -0.101051,
  5 + 0.870131,
  1 + 0.535988,
  5 + 0.255953,
  1 + 0.314134,
 -7 + 0.762894,
 -7 + 0.127185,
  7 + -0.222042,
 -5 + -0.529038,
 -3 + 0.231572,
  1 + 0.788721,
  5 + -0.891869,
 -5 + -0.472732,
  3 + -0.0128941,
  1 + -0.623197,
  7 + -0.490687,
 -1 + -0.441505,
  1 + -0.0410075,
 -5 + 0.847264,
 -7 + -0.371955,
 -1 + 0.41401,
 -1 + -0.742,
  3 + 0.0546079,
  5 + -0.529726,
  7 + -0.0630406,
  1 + 0.196568,
 -3 + 0.488722,
 -5 + -0.357116,
  3 + -0.179397,
 -3 + 0.358234,
 -7 + 0.821111,
  7 + -0.634397,
  5 + -0.490498,
 -5 + -0.103393,
 -7 + -0.996996,
 -5 + 0.358586,
 -7 + 0.785637,
 -5 + 0.46574,
 -1 + -0.714036,
  7 + 0.73281,
 -1 + -0.980125,
 -5 + 0.152175,
 -1 + -0.468575,
 -1 + -0.154831,
  5 + -0.257122,
  3 + -0.414745,
  3 + 0.663051,
 -3 + 0.787162,
 -1 + 0.773088,
  5 + -0.0174988,
  7 + 0.348241,
  1 + 0.856018,
 -7 + -0.177525,
  1 + 0.409387,
  3 + 0.0205055,
 -3 + 0.212273,
  7 + -0.35314,
 -1 + 0.253691,
 -7 + 0.988757,
  1 + 0.915514,
  7 + -0.0632796,
 -3 + -0.0794022,
  5 + 0.905145,
  3 + -0.678132,
  7 + 0.842035,
 -1 + 0.189324,
 -1 + 0.431813,
  5 + 0.855323,
  3 + -0.285528,
 -3 + -0.740299,
  3 + 0.526598,
 -3 + -0.807057,
 -3 + -0.907001,
 -1 + 0.673215,
  1 + -0.806326,
 -7 + -0.0179321,
  7 + 0.0822508,
 -1 + 0.850969,
  5 + 0.18839,
  3 + -0.692543,
 -5 + 0.064437,
 -7 + -0.112983,
 -3 + -0.0709171,
 -5 + 0.327346,
  1 + -0.595314,
 -1 + 0.878245,
  1 + 0.291632,
 -1 + -0.922109,
 -3 + -0.872261,
 -7 + -0.212876,
  1 + -0.348517,
  5 + -0.24286,
  3 + 0.777443,
  5 + 0.00615786,
  5 + 0.834023,
  1 + -0.590069,
 -7 + 0.653321,
  1 + -0.234737,
 -7 + 0.664936,
  7 + 0.411378,
 -7 + -0.88205,
 -1 + -0.855369,
  1 + 0.377919,
 -7 + -0.456485,
 -5 + -0.949986,
 -5 + -0.0158651,
  3 + 0.535672,
 -1 + -0.687636,
  1 + 0.736756,
  7 + -0.696999,
  1 + 0.847792,
 -3 + -0.349274,
  1 + -0.544481,
  7 + 0.608189,
 -7 + 0.608384,
  5 + -0.323123,
  7 + -0.947181,
  5 + 0.753829,
  5 + -0.573138,
  5 + -0.485321,
 -5 + 0.480423,
 -5 + -0.371829,
  5 + -0.853753,
 -7 + 0.878959,
 -7 + 0.0642654,
  1 + 0.680307,
  1 + 0.291632,
  7 + -0.853807,
  5 + 0.644158,
  5 + -0.355364,
  1 + 0.190966,
  3 + -0.294411,
 -7 + -0.67303,
 -5 + -0.965702,
 -3 + 0.55212,
  1 + -0.804562,
 -7 + -0.494127,
 -5 + -0.983771,
  1 + -0.133138,
 -1 + -0.607814,
  1 + -0.742387,
 -5 + -0.411707,
 -3 + -0.816862,
  7 + 0.426785,
  5 + -0.089001,
  3 + -0.966127,
  3 + -0.784032,
  5 + -0.356036,
  5 + 0.475987,
  1 + 0.970457,
 -3 + 0.678356,
  1 + -0.430618,
  5 + 0.942241,
 -3 + -0.913966,
  7 + -0.730373,
 -3 + 0.640682,
  7 + -0.024488,
 -5 + 0.462632,
 -3 + -0.609614,
 -1 + -0.482857,
 -5 + 0.535506,
  7 + 0.821051,
 -1 + 0.793945,
  3 + -0.0835013,
 -5 + -0.393026,
  1 + -0.415528,
 -5 + 0.182819,
  1 + -0.561988,
 -5 + -0.417262,
  7 + 0.708211,
  1 + -0.207354,
 -5 + -0.844518,
 -7 + 0.604461,
  7 + 0.787027,
  7 + 0.763122,
  1 + 0.300372,
 -3 + -0.0203687,
 -7 + -0.500432,
  7 + -0.5601,
  5 + -0.682225,
 -5 + -0.547398,
 -3 + 0.769381,
 -3 + 0.750163,
 -5 + -0.820679,
  3 + 0.236003,
  1 + -0.316465,
 -3 + 0.802262,
  3 + -0.399964,
  5 + -0.166494,
  1 + 0.776745,
  5 + 0.716541,
  7 + -0.251088,
 -5 + -0.42548,
 -3 + -0.761153,
  7 + -0.0766243,
  3 + -0.180629,
  5 + -0.166458,
 -5 + -0.833394,
 -7 + 0.0297446,
 -7 + -0.362676,
  7 + -0.644897,
 -7 + 0.283366,
  5 + -0.665628,
  3 + -0.488068,
 -1 + -0.902438,
 -5 + -0.355751,
  3 + -0.419479,
  7 + -0.370073,
 -3 + 0.480753,
  1 + -0.420338,
 -7 + -0.24157,
  7 + 0.207747,
 -1 + -0.777488,
  5 + 0.341417,
 -1 + -0.33618,
 -5 + 0.598459,
 -3 + -0.280681,
  1 + -0.0398586,
  7 + 0.717195,
  5 + 0.431427,
 -5 + -0.839676,
 -1 + -0.74745,
  1 + 0.73193,
 -1 + 0.729311,
  5 + 0.561066,
 -5 + -0.670177,
 -1 + -0.254041,
  3 + 0.0451663,
 -7 + -0.160697,
  7 + 0.13319,
 -3 + 0.360953,
 -3 + 0.264897,
  1 + -0.566809,
 -5 + 0.291045,
  1 + -0.573798,
 -3 + 0.854987,
 -3 + -0.973763,
 -7 + -0.958898,
  1 + -0.945093,
 -1 + -0.72672,
  5 + 0.814473,
  7 + -0.794704,
 -3 + 0.229887,
 -1 + 0.801239,
 -5 + 0.531782,
 -1 + 0.247072,
  1 + -0.179189,
 -3 + 0.401884,
  7 + 0.236019,
 -1 + 0.725281,
 -5 + 0.74655,
  5 + -0.427725,
 -1 + 0.967868,
 -7 + -0.432802,
 -1 + 0.541378,
  7 + -0.555299,
 -3 + 0.166895,
 -7 + 0.921733,
 -3 + 0.840396,
 -5 + -0.602658,
 -1 + -0.189227,
 -5 + 0.605957,
  5 + -0.525512,
  5 + 0.433278,
 -1 + 0.554043,
 -1 + 0.353735,
  3 + -0.493134,
 -7 + 0.86014,
 -3 + 0.543759,
 -1 + 0.248284,
 -5 + -0.502769,
  5 + -0.984136,
  5 + 0.407552,
 -1 + 0.869081,
 -3 + -0.7676,
 -1 + 0.940972,
  1 + -0.511719,
  7 + 0.870979,
  3 + -0.0582847,
  7 + -0.628254,
  7 + -0.780393,
  3 + -0.227097,
  1 + -0.738505,
  1 + 0.364707,
  1 + -0.522339,
 -3 + -0.123359,
 -5 + 0.911237,
  7 + -0.856169,
 -5 + 0.878138,
  1 + -0.761068,
  3 + 0.341228,
  7 + 0.0689835,
  3 + -0.15808,
  7 + -0.138551,
  3 + 0.368672,
  5 + -0.617489,
  1 + 0.404668,
 -7 + -0.699522,
  5 + -0.997434,
  5 + 0.36597,
  5 + 0.785275,
  3 + -0.231849,
  3 + -0.0999933,
  1 + -0.109,
  3 + -0.686237,
  1 + -0.902631,
 -7 + 0.51259,
 -5 + 0.0942837,
  1 + 0.708383,
 -3 + -0.861124,
 -3 + -0.179481,
 -3 + 0.779682,
  1 + -0.493657,
  1 + -0.418592,
 -1 + 0.856146,
  3 + -0.0875076,
  7 + -0.483033,
 -1 + 0.646554,
 -1 + 0.974864,
 -3 + -0.841565,
 -7 + 0.228352,
 -1 + -0.0205758,
  7 + -0.359954,
  7 + 0.314803,
  1 + -0.357785,
  7 + 0.751935,
  1 + 0.215695,
  5 + -0.190122,
 -7 + 0.428353,
 -1 + -0.890184,
  7 + 0.122886,
  1 + -0.557184,
  5 + -0.556109,
  7 + 0.828952,
 -5 + -0.989435,
  7 + 0.830655,
 -3 + -0.217279,
 -1 + -0.835888,
 -1 + 0.254548,
  5 + 0.523081,
  3 + 0.584681,
  1 + -0.0839997,
  5 + -0.186458,
  1 + 0.0540011,
 -1 + 0.274899,
 -7 + 0.116505,
  3 + 0.723544,
  5 + 0.136319,
  7 + -0.419947,
  5 + 0.476982,
  3 + 0.243726,
  3 + 0.0739162,
 -3 + -0.028526,
 -1 + -0.915011,
 -7 + 0.764662,
  5 + -0.449836,
 -1 + 0.54113,
 -5 + 0.435229,
  3 + 0.0290581,
 -7 + -0.416793,
  7 + 0.733392,
  1 + -0.222058,
 -1 + -0.70491,
  1 + -0.738726,
  5 + 0.467214,
 -5 + -0.820001,
  5 + -0.100838,
  3 + -0.867579,
 -3 + 0.682739,
  5 + -0.418042,
 -1 + 0.451298,
  5 + 0.494458,
  1 + -0.849409,
  1 + -0.69703,
  1 + 0.852578,
 -1 + -0.781506,
 -1 + 0.477606,
  3 + -0.215093,
 -1 + 0.741802,
 -7 + 0.574622,
  5 + 0.855315,
  5 + 0.655386,
  1 + -0.0553299,
 -1 + -0.801709,
 -1 + 0.610893,
  1 + -0.996069,
 -1 + -0.632696,
  7 + 0.337866,
 -5 + -0.444426,
  7 + 0.557502,
  3 + 0.171951,
  7 + 0.0341445,
  3 + 0.332677,
  3 + 0.169284,
  3 + -0.273138,
 -5 + 0.31627,
 -1 + -0.456444,
  5 + -0.892569,
  3 + 0.936689,
  5 + -0.406369,
 -5 + 0.589934,
 -3 + -0.20777,
 -1 + 0.757187,
 -5 + 0.629676,
  5 + 0.365524,
  5 + 0.289739,
 -7 + -0.182101,
 -1 + 0.784527,
 -3 + 0.382947,
  3 + -0.380673,
  3 + -0.748491,
  1 + 0.642036,
 -1 + 0.423028,
 -3 + -0.740949,
 -7 + 0.0430477,
 -5 + 0.916659,
  1 + -0.858744,
  1 + 0.354461,
 -5 + 0.197777,
  1 + 0.132034,
  5 + -0.935967,
 -7 + 0.920792,
  3 + -0.456423,
  1 + -0.288826,
  1 + -0.600615,
  7 + -0.975289,
 -5 + -0.259924,
 -1 + -0.640925,
 -3 + 0.531508,
  1 + 0.560676,
  1 + -0.36099,
 -5 + 0.122059,
 -5 + -0.701523,
  3 + -0.620508,
  3 + -0.918876,
  5 + -0.716268,
  7 + -0.885677,
  7 + -0.812334,
  5 + -0.427292,
 -7 + -0.543744,
  3 + -0.917745,
  1 + 0.285421,
  7 + -0.938258,
 -3 + 0.845977,
  5 + -0.817096,
 -3 + -0.81931,
  7 + 0.384529,
 -5 + 0.923807,
 -5 + -0.835286,
 -3 + 0.495043,
 -7 + 0.610036,
  3 + 0.691557,
  1 + 0.262664,
 -7 + 0.312157,
 -5 + -0.629477,
 -7 + -0.396994,
  5 + -0.749666,
 -3 + -0.693143,
  5 + 0.427751,
  1 + 0.18179,
 -5 + 0.994096,
  5 + -0.868472,
 -3 + -0.000652722,
  5 + -0.826959,
  7 + 0.810413,
 -7 + 0.624387,
  3 + -0.0808038,
 -3 + 0.766962,
  7 + -0.576073,
 -1 + 0.549271,
 -7 + -0.831344,
  7 + -0.693934,
 -1 + 0.494453,
 -1 + 0.201426,
  7 + 0.722833,
  5 + -0.156928,
 -5 + 0.470001,
  5 + 0.928162,
  3 + 0.282769,
 -1 + 0.914984,
  7 + 0.453746,
  7 + 0.641607,
 -7 + -0.00260904,
 -5 + -0.1964,
 -3 + 0.251894,
  7 + 0.528101,
  3 + 0.110567,
  3 + 0.589285,
  3 + -0.820993,
 -1 + 0.933257,
  3 + 0.400226,
  3 + 0.307276,
  5 + -0.485213,
 -7 + 0.442066,
  1 + -0.967156,
  3 + 0.725474,
  1 + -0.699786,
 -7 + 0.506006,
  7 + 0.513752,
 -3 + -0.55039,
 -5 + 0.997721,
 -1 + 0.875475,
  3 + 0.935239,
 -5 + 0.114364,
  1 + -0.956559,
  7 + -0.360408,
  1 + 0.198951,
 -1 + -0.202082,
  5 + 0.6909,
 -1 + 0.530785,
 -7 + 0.117763,
  1 + -0.671653,
 -1 + -0.301334,
 -3 + -0.0852486,
 -5 + 0.24372,
  7 + -0.937574,
 -3 + 0.970979,
 -5 + -0.307326,
 -3 + 0.755383,
 -7 + -0.0614709,
  7 + -0.354787,
  3 + -0.195025,
  7 + -0.294593,
  1 + 0.679208,
  5 + 0.876946,
  1 + 0.896838,
 -1 + 0.343962,
 -7 + -0.0557097,
  3 + 0.335734,
 -1 + 0.00658689,
  7 + -0.707898,
 -1 + 0.355665,
 -1 + -0.598976,
 -5 + -0.591982,
  7 + -0.485165,
  1 + -0.624015,
 -3 + -0.545053,
 -3 + -0.584821,
  1 + -0.748295,
 -1 + 0.603633,
  5 + -0.281878,
 -3 + 0.887608,
 -5 + -0.701604,
  3 + 0.583568,
 -7 + -0.987855,
  7 + 0.0166069,
 -3 + 0.156798,
 -7 + 0.693214,
  7 + 0.197865,
  7 + 0.461644,
  7 + -0.751676,
 -1 + 0.989154,
 -3 + -0.828416,
  5 + 0.478627,
 -5 + -0.225786,
  3 + 0.146553,
  3 + 0.242108,
  1 + -0.991743,
  5 + -0.23658,
  1 + 0.712781,
 -1 + -0.320432,
 -1 + -0.272036,
  3 + 0.601587,
  5 + -0.176224,
  7 + -0.599448,
 -5 + 0.821199,
 -5 + -0.650962,
 -5 + 0.54749,
 -7 + 0.846249,
 -5 + 0.895817,
  3 + -0.368985,
  1 + -0.479081,
 -3 + 0.780251,
 -3 + 0.30783,
 -5 + -0.0721856,
 -7 + -0.0359803,
  3 + -0.559485,
  1 + 0.296459,
  7 + 0.19517,
 -5 + -0.686891,
  3 + 0.126611,
  5 + -0.0218955,
  5 + -0.0897653,
  5 + -0.476869,
  5 + -0.36738,
  1 + -0.905938,
 -5 + 0.769578,
 -7 + -0.911913,
 -5 + 0.243897,
  3 + 0.688956,
  5 + 0.278523,
 -5 + 0.119666,
  5 + -0.0967183,
 -7 + -0.925501,
  1 + -0.609733,
 -1 + 0.538315,
  3 + -0.49403,
 -7 + 0.00403903,
 -1 + 0.422778,
  1 + -0.676254,
 -5 + -0.495082,
 -3 + 0.887213,
 -7 + -0.210539,
 -5 + 0.802399,
 -3 + -0.205944,
  5 + -0.684772,
 -7 + 0.844196,
 -5 + -0.69577,
  5 + -0.822575,
 -7 + -0.158769,
  5 + 0.942987,
 -7 + -0.739025,
  3 + 0.791325,
  1 + -0.931093,
 -7 + -0.8201,
  3 + -0.732275,
 -1 + 0.945871,
  3 + -0.891814,
 -7 + 0.0258538,
  3 + 0.892123,
  1 + -0.880949,
 -3 + -0.633805,
 -3 + -0.709181,
 -3 + -0.383623,
  3 + -0.150093,
 -7 + -0.117931,
  1 + -0.307017,
  3 + 0.380702,
 -5 + -0.594801,
  5 + -0.43212,
  5 + 0.920089,
  7 + -0.804395,
  1 + -0.918654,
 -1 + -0.904769,
  7 + -0.78175,
  7 + 0.322011,
  3 + -0.294538,
 -7 + 0.930585,
  1 + -0.477718,
 -5 + -0.989844,
 -1 + 0.902946,
 -7 + -0.350604,
  7 + 0.126035,
 -7 + -0.920143,
 -7 + 0.851657,
  3 + -0.136341,
  3 + 0.593154,
 -5 + -0.803969,
 -5 + 0.503475,
  5 + 0.0188022,
  5 + 0.631931,
  7 + 0.91577,
 -7 + -0.549304,
  1 + -0.723671,
 -1 + -0.305956,
 -5 + 0.74761,
 -3 + 0.355676,
 -1 + 0.855675,
  3 + 0.613764,
  7 + 0.700543,
 -5 + -0.132191,
 -1 + -0.0646009,
 -5 + 0.590769,
 -3 + -0.49326,
 -1 + 0.216807,
 -3 + -0.946063,
  1 + 0.186966,
 -7 + 0.790963,
 -1 + 0.45715,
  1 + 0.743977,
 -5 + -0.136574,
 -3 + -0.888679,
 -5 + -0.732167,
  7 + -0.397459,
 -7 + -0.0469681,
 -7 + 0.615953,
 -5 + 0.439568,
  3 + 0.273846,
  7 + 0.314949,
  3 + 0.911291,
 -5 + -0.453662,
  3 + 0.80863,
  3 + -0.0106643,
  5 + 0.607597,
  7 + 0.356758,
  1 + -0.6931,
 -5 + 0.371134,
 -3 + -0.711628,
  7 + 0.944743,
 -7 + 0.202408,
 -1 + 0.728236,
 -3 + 0.684351,
  3 + -0.40255,
  1 + -0.186503,
 -1 + 0.0150248,
  3 + 0.185297,
 -7 + 0.36002,
  3 + 0.750152,
  5 + -0.381467,
  7 + 0.334737,
 -3 + 0.0568684,
  3 + -0.567396,
  5 + -0.995164,
  1 + 0.602424,
  7 + 0.0454783,
  3 + 0.516061,
  5 + -0.199994,
  1 + 0.737877,
  7 + 0.411311,
  5 + -0.853456,
  5 + -0.121685,
  7 + -0.507778,
 -7 + 0.152738,
 -7 + 0.094981,
  1 + -0.681713,
  5 + 0.442789,
  5 + 0.973592,
  1 + -0.323444,
  1 + 0.863931,
 -1 + 0.396984,
  7 + 0.249854,
  1 + 0.807021,
  7 + 0.644638,
 -7 + -0.422386,
  1 + 0.0698824,
 -1 + 0.24009,
 -3 + -0.406826,
  3 + -0.997362,
 -7 + -0.410919,
  3 + 0.0102449,
  5 + -0.495212,
  3 + 0.260833,
 -7 + -0.397034,
  1 + -0.379961,
  3 + 0.483326,
  7 + -0.909255,
 -7 + 0.950334,
 -1 + -0.970264,
 -1 + 0.276129,
 -7 + -0.0553154,
 -7 + 0.322334,
 -3 + -0.902084,
  7 + 0.29514,
 -5 + 0.864139,
  3 + 0.925323,
 -3 + 0.338491,
  3 + -0.0651398,
  3 + 0.912289,
 -3 + 0.52022,
 -3 + -0.709139,
  3 + -0.742856,
  7 + 0.565104,
  5 + 0.894589,
  5 + -0.556394,
 -1 + -0.864631,
 -5 + 0.794986,
 -7 + -0.869075,
  7 + 0.774674,
  3 + 0.428512,
 -5 + 0.839244,
 -1 + 0.357717,
 -7 + 0.199788,
 -1 + -0.458671,
  7 + 0.526558,
 -1 + -0.318607,
 -5 + 0.630471,
 -3 + -0.441537,
 -1 + -0.580994,
 -1 + 0.690485,
  3 + -0.547178,
  7 + 0.0732123,
  7 + -0.552486,
  3 + -0.133145,
  5 + -0.933638,
  1 + 0.255392,
 -3 + -0.280157,
 -5 + -0.150034,
  5 + -0.122912,
  5 + 0.941452,
 -3 + 0.188547,
  3 + -0.211247,
  7 + 0.946076,
 -3 + 0.92071,
  1 + 0.972226,
 -5 + 0.852144,
  3 + 0.377145,
 -1 + 0.413943,
 -7 + 0.439598,
 -5 + -0.13615,
  5 + 0.171454,
 -5 + 0.845844,
 -7 + 0.783942,
  3 + -0.618869,
 -7 + 0.760145,
  5 + -0.0578561,
 -1 + -0.582842,
  3 + -0.155049,
  5 + -0.220217,
  7 + -0.73738,
  1 + -0.767926,
 -1 + -0.1484,
  7 + 0.834785,
  1 + 0.101825,
 -7 + -0.449194,
  3 + 0.11657,
 -1 + 0.904672,
 -5 + 0.054498,
  3 + 0.924094,
 -5 + -0.0965653,
  1 + -0.613703,
 -7 + 0.4126,
 -3 + 0.584113,
 -7 + 0.159096,
 -5 + -0.485646,
  3 + -0.0365765,
 -3 + -0.417187,
  7 + 0.916336,
 -1 + 0.725319,
  1 + 0.494014,
 -5 + -0.532621,
 -1 + 0.646111,
 -7 + -0.417253,
 -1 + -0.0992868,
 -1 + 0.654899,
  3 + -0.444689,
  3 + 0.800794,
  1 + -0.112122,
 -1 + -0.712385,
 -3 + 0.166391,
  5 + 0.314575,
 -5 + 0.950806,
  3 + -0.44719,
  1 + -0.175398,
  5 + -0.225897,
  3 + 0.258122,
 -1 + -0.571683,
 -3 + 0.745108,
  7 + -0.489975,
  3 + 0.869279,
  3 + -0.536627,
  5 + -0.828879,
 -7 + -0.62512,
 -7 + -0.456803,
  7 + 0.142581,
  7 + -0.220935,
  7 + 0.012534,
 -5 + -0.681989,
 -7 + 0.622798,
  1 + -0.557702,
 -3 + 0.482869,
  5 + 0.197984,
  3 + 0.934018,
  7 + -0.094445,
 -7 + 0.325073,
  7 + 0.917923,
 -7 + 0.17338,
 -5 + -0.354761,
 -5 + 0.71292,
 -1 + -0.877613,
  7 + -0.857628,
 -7 + 0.5547,
  5 + 0.819892,
  5 + 0.550559,
  3 + -0.0277248,
  3 + 0.0711193,
 -3 + -0.0491096,
 -5 + -0.860672,
  3 + -0.0807872,
 -5 + 0.651853,
  7 + 0.104082,
 -7 + 0.236164,
 -1 + -0.330286,
